Activity Date,Instrument,Trans Code,Quantity,Price,Amount,Trade Type,Expiration Date,Strike
2021-11-23,AMZN,BTO,1,1350.0,-1350.0,Put,2021-11-26,3500.0
2021-11-23,AAPL,STC,10,30.0,299.97,Put,2021-11-26,155.0
2021-11-23,NVDA,STC,2,220.00000000000003,439.98,Put,2021-11-26,300.0
2021-11-23,GME,STC,1,572.0,571.98,Call,2021-11-26,300.0
2021-11-23,GME,STC,1,625.0,624.98,Call,2021-11-26,300.0
2021-11-23,GME,STC,1,625.0,624.98,Call,2021-11-26,300.0
2021-11-23,GME,STC,1,635.0,634.98,Call,2021-11-26,300.0
2021-11-23,GME,STC,1,625.0,624.98,Call,2021-11-26,300.0
2021-11-23,NVDA,STC,2,188.0,375.98,Put,2021-11-26,300.0
2021-11-23,GME,BTO,5,550.0,-2750.0,Call,2021-11-26,300.0
2021-11-22,NVDA,STC,1,107.0,106.98,Put,2021-11-26,300.0
2021-11-22,NVDA,STC,1,107.0,106.98,Put,2021-11-26,300.0
2021-11-22,NVDA,STC,1,99.0,98.98,Put,2021-11-26,300.0
2021-11-22,NVDA,STC,1,99.0,98.98,Put,2021-11-26,300.0
2021-11-22,AAPL,STC,3,24.0,71.98,Put,2021-11-26,155.0
2021-11-22,AAPL,STC,7,24.0,167.98,Put,2021-11-26,155.0
2021-11-22,AAPL,STC,10,25.0,249.97,Put,2021-11-26,155.0
2021-11-22,AAPL,STC,10,22.0,219.97,Put,2021-11-26,155.0
2021-11-22,NVDA,STC,5,98.0,489.98,Put,2021-11-26,300.0
2021-11-22,NFLX,BTO,4,28.000000000000004,-112.0,Put,2021-11-26,615.0
2021-11-22,ZM,STC,1,401.0,400.98,Call,2021-11-26,275.0
2021-11-22,ZM,BTO,1,440.00000000000006,-440.0,Call,2021-11-26,275.0
2021-11-22,F,BTO,2,13.0,-26.0,Call,2021-12-03,22.5
2021-11-22,F,BTO,10,13.0,-130.0,Call,2021-12-03,22.5
2021-11-22,F,BTO,2,13.0,-26.0,Call,2021-12-03,22.5
2021-11-22,F,BTO,4,13.0,-52.0,Call,2021-12-03,22.5
2021-11-22,F,BTO,7,13.0,-91.0,Call,2021-12-03,22.5
2021-11-22,AAPL,STC,50,19.0,949.89,Put,2021-11-26,155.0
2021-11-22,BYSI,BTO,1,229.99999999999997,-230.0,Call,2021-12-17,20.0
2021-11-22,SPY,STC,5,7.000000000000001,34.98,Put,2021-11-22,470.0
2021-11-22,SHOP,STC,1,430.0,429.98,Call,2021-11-26,1800.0
2021-11-22,GME,STC,1,850.0,849.98,Call,2021-11-26,300.0
2021-11-22,AAPL,BTO,27,18.0,-486.0,Put,2021-11-26,155.0
2021-11-22,AAPL,BTO,10,18.0,-180.0,Put,2021-11-26,155.0
2021-11-22,AAPL,BTO,32,18.0,-576.0,Put,2021-11-26,155.0
2021-11-22,AAPL,BTO,31,18.0,-558.0,Put,2021-11-26,155.0
2021-11-22,EL,STC,2,366.0,731.98,Call,2021-12-17,370.0
2021-11-22,SHOP,BTO,1,490.00000000000006,-490.0,Call,2021-11-26,1800.0
2021-11-22,AMZN,STC,1,825.0,824.98,Call,2021-11-26,3800.0
2021-11-22,AMZN,BTO,1,1095.0,-1095.0,Call,2021-11-26,3800.0
2021-11-22,GME,BTO,1,538.0,-538.0,Call,2021-11-26,300.0
2021-11-22,SPY,STC,20,31.0,619.95,Put,2021-11-22,470.0
2021-11-22,SPY,BTO,25,32.0,-800.0,Put,2021-11-22,470.0
2021-11-22,FB,STC,2,259.0,517.98,Call,2021-11-26,360.0
2021-11-22,FB,BTO,2,315.0,-630.0,Call,2021-11-26,360.0
2021-11-22,SHOP,STC,1,1240.0,1239.98,Call,2021-11-26,1800.0
2021-11-22,SHOP,BTO,1,958.0,-958.0,Call,2021-11-26,1800.0
2021-11-22,NVDA,STC,10,69.0,689.97,Put,2021-11-26,300.0
2021-11-22,FB,STC,1,215.0,214.98,Call,2021-11-26,355.0
2021-11-22,F,STC,15,22.0,329.96,Call,2021-12-03,22.5
2021-11-22,SQ,BTO,1,210.0,-210.0,Call,2021-12-31,250.0
2021-11-22,SQ,BTO,1,210.0,-210.0,Call,2021-12-31,250.0
2021-11-22,SQ,BTO,1,210.0,-210.0,Call,2021-12-31,250.0
2021-11-22,NVDA,BTO,25,68.0,-1700.0,Put,2021-11-26,300.0
2021-11-22,FB,STC,2,200.0,399.98,Call,2021-11-26,355.0
2021-11-22,FB,STC,1,200.0,199.98,Call,2021-11-26,355.0
2021-11-22,FB,BTO,1,206.99999999999997,-207.0,Call,2021-11-26,355.0
2021-11-22,FB,BTO,4,206.99999999999997,-828.0,Call,2021-11-26,355.0
2021-11-22,MRNA,STC,1,1255.0,1254.98,Call,2021-12-17,300.0
2021-11-19,WDFC,OEXP,1,0.0,0.0,Call,2021-11-19,300.0
2021-11-19,TLRY,OEXP,2,0.0,0.0,Call,2021-11-19,14.0
2021-11-19,CCAC,OEXP,1,0.0,0.0,Call,2021-11-19,20.0
2021-11-19,GEVO,OEXP,5,0.0,0.0,Call,2021-11-19,10.0
2021-11-19,POWW,OEXP,2,0.0,0.0,Call,2021-11-19,7.5
2021-11-19,BNTX,OEXP,2,0.0,0.0,Call,2021-11-19,400.0
2021-11-19,WEN,OEXP,1,0.0,0.0,Call,2021-11-19,30.0
2021-11-19,BYSI,BTO,1,160.0,-160.0,Call,2021-12-17,25.0
2021-11-19,EL,BTO,3,360.0,-1080.0,Call,2021-12-17,370.0
2021-11-19,BYSI,BTO,1,170.0,-170.0,Call,2021-12-17,25.0
2021-11-19,BYSI,BTO,1,240.0,-240.0,Call,2021-12-17,20.0
2021-11-19,BMRN,STC,2,200.0,399.98,Call,2021-12-17,100.0
2021-11-19,BMRN,STC,2,200.0,399.98,Call,2021-12-17,100.0
2021-11-19,AMZN,STC,1,555.0,554.98,Call,2021-11-19,3800.0
2021-11-19,AMZN,BTO,1,540.0,-540.0,Call,2021-11-19,3800.0
2021-11-19,GOOGL,STC,3,310.0,929.98,Call,2021-11-19,3050.0
2021-11-19,GOOGL,STC,2,430.0,859.98,Call,2021-11-19,3050.0
2021-11-19,GOOGL,STC,1,440.00000000000006,439.98,Call,2021-11-19,3050.0
2021-11-19,GOOGL,STC,2,445.0,889.98,Call,2021-11-19,3050.0
2021-11-19,GOOGL,STC,2,440.00000000000006,879.98,Call,2021-11-19,3050.0
2021-11-19,GOOGL,BTO,10,409.99999999999994,-4100.0,Call,2021-11-19,3050.0
2021-11-19,MRNA,STC,1,185.0,184.98,Call,2021-11-19,280.0
2021-11-19,MRNA,STC,1,185.0,184.98,Call,2021-11-19,280.0
2021-11-19,MRNA,BTO,2,229.99999999999997,-460.0,Call,2021-11-19,280.0
2021-11-19,AMZN,STC,1,1970.0,1969.97,Call,2021-11-19,3750.0
2021-11-19,AMZN,BTO,1,1835.0000000000002,-1835.0,Call,2021-11-19,3750.0
2021-11-18,AMZN,STC,1,330.0,329.98,Call,2021-11-19,3750.0
2021-11-18,CRM,STC,2,97.0,193.98,Call,2021-11-26,315.0
2021-11-18,GOOGL,STC,2,210.0,419.98,Call,2021-11-19,3050.0
2021-11-18,GOOGL,STC,1,400.0,399.98,Call,2021-11-19,3050.0
2021-11-18,GOOGL,STC,1,390.0,389.98,Call,2021-11-19,3050.0
2021-11-18,GOOGL,STC,1,391.0,390.98,Call,2021-11-19,3050.0
2021-11-18,GOOGL,BTO,5,370.0,-1850.0,Call,2021-11-19,3050.0
2021-11-18,AMZN,BTO,1,540.0,-540.0,Call,2021-11-19,3750.0
2021-11-18,SHOP,STC,1,690.0,689.98,Call,2021-11-19,1700.0
2021-11-18,SHOP,BTO,1,700.0,-700.0,Call,2021-11-19,1700.0
2021-11-18,AMZN,STC,1,650.0,649.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,1,680.0,679.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,2,655.0,1309.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,1,660.0,659.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,1,660.0,659.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,2,601.0,1201.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,STC,2,570.0,1139.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,BTO,10,565.0,-5650.0,Call,2021-11-19,3700.0
2021-11-18,TWLO,BTO,1,50.0,-50.0,Call,2021-12-03,350.0
2021-11-18,AMZN,STC,1,380.0,379.98,Call,2021-11-19,3700.0
2021-11-18,AMZN,BTO,1,655.0,-655.0,Call,2021-11-19,3700.0
2021-11-18,NVDA,STC,4,266.0,1063.98,Call,2021-11-19,330.0
2021-11-18,NVDA,BTO,4,500.0,-2000.0,Call,2021-11-19,330.0
2021-11-17,CRM,BTO,2,202.99999999999997,-406.0,Call,2021-11-26,315.0
2021-11-17,MRNA,BTO,1,325.0,-325.0,Call,2021-12-17,300.0
2021-11-17,AMZN,STC,1,515.0,514.98,Call,2021-11-19,3700.0
2021-11-17,FB,STC,3,121.0,362.98,Call,2021-11-19,350.0
2021-11-17,AMZN,BTO,1,515.0,-515.0,Call,2021-11-19,3700.0
2021-11-17,FB,BTO,3,126.0,-378.0,Call,2021-11-19,350.0
2021-11-17,MRNA,STC,1,465.00000000000006,464.98,Call,2021-11-26,255.0
2021-11-17,MRNA,STC,1,315.0,314.98,Call,2021-11-26,255.0
2021-11-17,AMZN,STC,1,710.0,709.98,Put,2021-11-19,3500.0
2021-11-17,AMZN,BTO,1,713.0,-713.0,Put,2021-11-19,3500.0
2021-11-17,SPY,STC,7,13.0,90.98,Call,2021-11-17,470.0
2021-11-17,SPY,STC,1,13.0,12.98,Call,2021-11-17,470.0
2021-11-17,SPY,STC,23,13.0,298.94,Call,2021-11-17,470.0
2021-11-17,SPY,STC,20,13.0,259.95,Call,2021-11-17,470.0
2021-11-17,SPY,STC,20,20.0,399.95,Call,2021-11-17,470.0
2021-11-17,SPY,STC,10,23.0,229.97,Call,2021-11-17,470.0
2021-11-17,SPY,STC,10,23.0,229.97,Call,2021-11-17,470.0
2021-11-17,SPY,STC,4,23.0,91.98,Call,2021-11-17,470.0
2021-11-17,SPY,STC,5,23.0,114.98,Call,2021-11-17,470.0
2021-11-17,SPY,BTO,100,26.0,-2600.0,Call,2021-11-17,470.0
2021-11-17,LCID,STC,1,160.0,159.98,Call,2021-11-19,60.0
2021-11-17,LCID,STC,1,171.0,170.98,Call,2021-11-19,60.0
2021-11-17,LCID,STC,3,142.0,425.98,Call,2021-11-19,60.0
2021-11-17,LCID,STC,1,126.0,125.98,Call,2021-11-19,60.0
2021-11-17,LCID,STC,4,123.0,491.98,Call,2021-11-19,60.0
2021-11-17,LCID,BTO,10,114.99999999999999,-1150.0,Call,2021-11-19,60.0
2021-11-17,AMZN,STC,1,950.0,949.98,Call,2021-11-19,3650.0
2021-11-17,AMZN,STC,1,1305.0,1304.98,Call,2021-11-19,3650.0
2021-11-17,AMZN,BTO,2,965.0,-1930.0,Call,2021-11-19,3650.0
2021-11-16,MRNA,BTO,2,266.0,-532.0,Call,2021-11-26,255.0
2021-11-16,TWLO,STC,1,130.0,129.98,Call,2021-12-03,350.0
2021-11-16,TSLA,STC,1,640.0,639.98,Call,2021-11-19,1100.0
2021-11-16,TSLA,STC,1,484.99999999999994,484.98,Call,2021-11-19,1100.0
2021-11-16,TSLA,STC,1,484.99999999999994,484.98,Call,2021-11-19,1100.0
2021-11-16,TSLA,STC,2,500.0,999.98,Call,2021-11-19,1100.0
2021-11-16,TSLA,BTO,5,420.0,-2100.0,Call,2021-11-19,1100.0
2021-11-15,TLRY,BTO,2,45.0,-90.0,Call,2021-11-19,14.0
2021-11-15,PINS,STC,1,52.0,51.98,Call,2021-11-26,54.0
2021-11-15,PINS,STC,2,52.0,103.98,Call,2021-11-26,54.0
2021-11-15,PINS,STC,1,52.0,51.98,Call,2021-11-26,54.0
2021-11-15,PINS,STC,1,52.0,51.98,Call,2021-11-26,54.0
2021-11-15,POWW,BTO,1,40.0,-40.0,Call,2021-11-19,7.5
2021-11-15,POWW,BTO,1,40.0,-40.0,Call,2021-11-19,7.5
2021-11-15,TWLO,BTO,1,90.0,-90.0,Call,2021-12-03,350.0
2021-11-15,PINS,STC,5,68.0,339.98,Call,2021-11-26,54.0
2021-11-15,PINS,BTO,6,48.0,-288.0,Call,2021-11-26,54.0
2021-11-15,PINS,BTO,3,48.0,-144.0,Call,2021-11-26,54.0
2021-11-15,PINS,BTO,1,48.0,-48.0,Call,2021-11-26,54.0
2021-11-15,ABNB,STC,2,85.0,169.98,Call,2021-11-19,220.0
2021-11-15,BA,STC,1,350.0,349.98,Call,2022-02-18,280.0
2021-11-15,AMZN,STC,1,620.0,619.98,Call,2021-11-19,3800.0
2021-11-15,AMZN,STC,1,2290.0,2289.97,Call,2021-11-19,3650.0
2021-11-15,TWLO,STC,1,148.0,147.98,Call,2021-12-03,350.0
2021-11-15,SNOW,STC,1,409.99999999999994,409.98,Call,2021-11-19,400.0
2021-11-15,AMZN,BTO,1,709.0,-709.0,Call,2021-11-19,3800.0
2021-11-15,ABNB,STC,1,208.0,207.98,Call,2021-11-19,220.0
2021-11-15,AMZN,STC,1,2200.0,2199.97,Call,2021-11-19,3650.0
2021-11-15,AMZN,BTO,1,1465.0,-1465.0,Call,2021-11-19,3650.0
2021-11-15,AMZN,BTO,1,1465.0,-1465.0,Call,2021-11-19,3650.0
2021-11-12,NIO,OEXP,1,0.0,0.0,Call,2021-11-12,45.0
2021-11-12,FB,OEXP,2,0.0,0.0,Call,2021-11-12,360.0
2021-11-12,ABNB,BTO,3,174.0,-522.0,Call,2021-11-19,220.0
2021-11-12,ETSY,STC,1,320.0,319.98,Call,2021-11-19,280.0
2021-11-12,TSLA,STC,1,299.0,298.98,Call,2021-11-19,1200.0
2021-11-12,BABA,STC,2,5.0,9.98,Call,2021-11-19,220.0
2021-11-12,TDOC,STC,1,4.0,3.98,Call,2021-11-19,175.0
2021-11-12,SOLO,STC,1,8.0,7.98,Call,2021-11-26,5.0
2021-11-12,SOLO,STC,2,8.0,15.98,Call,2021-11-26,5.0
2021-11-12,TSLA,STC,4,141.0,563.98,Call,2021-11-12,1050.0
2021-11-12,TSLA,BTO,2,148.0,-296.0,Call,2021-11-12,1050.0
2021-11-12,TSLA,BTO,2,147.0,-294.0,Call,2021-11-12,1050.0
2021-11-12,AMZN,STC,2,85.0,169.98,Call,2021-11-12,3580.0
2021-11-12,TSLA,STC,2,195.0,389.98,Call,2021-11-12,1050.0
2021-11-12,AMZN,BTO,1,125.0,-125.0,Call,2021-11-12,3580.0
2021-11-12,AMZN,BTO,1,125.0,-125.0,Call,2021-11-12,3580.0
2021-11-12,TSLA,BTO,2,167.0,-334.0,Call,2021-11-12,1050.0
2021-11-12,AMZN,STC,1,780.0,779.98,Call,2021-11-12,3530.0
2021-11-12,AMZN,BTO,1,900.0,-900.0,Call,2021-11-12,3530.0
2021-11-12,AMZN,STC,1,250.0,249.98,Call,2021-11-12,3550.0
2021-11-12,AMZN,STC,1,216.0,215.98,Call,2021-11-12,3550.0
2021-11-12,AMZN,STC,1,254.0,253.98,Call,2021-11-12,3550.0
2021-11-12,AMZN,STC,1,252.0,251.98,Call,2021-11-12,3550.0
2021-11-12,ETSY,STC,1,147.0,146.98,Call,2021-11-19,280.0
2021-11-12,AMZN,STC,1,188.0,187.98,Call,2021-11-12,3550.0
2021-11-12,AMZN,BTO,5,152.0,-760.0,Call,2021-11-12,3550.0
2021-11-12,SNOW,BTO,1,225.0,-225.0,Call,2021-11-19,400.0
2021-11-12,TSLA,BTO,1,325.0,-325.0,Call,2021-11-19,1200.0
2021-11-12,ETSY,BTO,2,112.99999999999999,-226.0,Call,2021-11-19,280.0
2021-11-12,CELH,STC,1,420.0,419.98,Put,2021-11-19,90.0
2021-11-12,AMZN,STC,1,935.0,934.98,Call,2021-11-12,3500.0
2021-11-12,AMZN,BTO,1,800.0,-800.0,Call,2021-11-12,3500.0
2021-11-12,FB,STC,5,50.0,249.98,Call,2021-11-12,335.0
2021-11-12,FB,BTO,3,53.0,-159.0,Call,2021-11-12,335.0
2021-11-12,FB,BTO,2,53.0,-106.0,Call,2021-11-12,335.0
2021-11-12,CAT,STC,1,82.0,81.98,Call,2021-11-12,210.0
2021-11-12,CAT,STC,1,82.0,81.98,Call,2021-11-12,210.0
2021-11-11,CAT,BTO,2,60.0,-120.0,Call,2021-11-12,210.0
2021-11-11,TWLO,BTO,1,90.0,-90.0,Call,2021-12-03,350.0
2021-11-11,TWLO,BTO,1,100.0,-100.0,Call,2021-12-03,350.0
2021-11-11,SEAH,STC,2,52.0,103.98,Call,2021-11-19,12.5
2021-11-11,TSLA,STC,1,100.0,99.98,Call,2021-11-12,1150.0
2021-11-11,TSLA,BTO,1,154.0,-154.0,Call,2021-11-12,1150.0
2021-11-11,TWLO,BTO,1,104.0,-104.0,Call,2021-12-03,350.0
2021-11-11,PLUG,STC,1,61.0,60.98,Call,2021-11-19,50.0
2021-11-11,SEAH,BTO,2,40.0,-80.0,Call,2021-11-19,12.5
2021-11-11,BA,BTO,1,288.0,-288.0,Call,2022-02-18,280.0
2021-11-11,AMZN,STC,1,650.0,649.98,Call,2021-11-12,3600.0
2021-11-11,AMZN,STC,1,800.0,799.98,Call,2021-11-12,3600.0
2021-11-11,AMZN,STC,1,825.0,824.98,Call,2021-11-12,3600.0
2021-11-11,AMZN,BTO,3,660.0,-1980.0,Call,2021-11-12,3600.0
2021-11-10,TWLO,BTO,2,150.0,-300.0,Call,2021-12-03,350.0
2021-11-10,AMZN,STC,1,1920.0,1919.98,Call,2021-11-12,3650.0
2021-11-10,AMZN,BTO,1,2260.0,-2260.0,Call,2021-11-12,3650.0
2021-11-10,COIN,STC,1,110.00000000000001,109.98,Call,2021-11-19,450.0
2021-11-09,WEN,BTO,1,10.0,-10.0,Call,2021-11-19,30.0
2021-11-09,GEVO,BTO,2,15.0,-30.0,Call,2021-11-19,10.0
2021-11-09,GEVO,BTO,3,15.0,-45.0,Call,2021-11-19,10.0
2021-11-09,NIO,BTO,1,90.0,-90.0,Call,2021-11-12,45.0
2021-11-09,PLUG,BTO,1,88.0,-88.0,Call,2021-11-19,50.0
2021-11-09,AMZN,STC,1,575.0,574.98,Call,2021-11-12,3800.0
2021-11-09,AMZN,BTO,1,555.0,-555.0,Call,2021-11-12,3800.0
2021-11-09,AMZN,STC,1,1925.0,1924.98,Call,2021-11-12,3600.0
2021-11-09,AMZN,BTO,1,1750.0,-1750.0,Call,2021-11-12,3600.0
2021-11-09,COIN,BTO,1,426.0,-426.0,Call,2021-11-19,450.0
2021-11-09,SOLO,BTO,3,41.0,-123.0,Call,2021-11-26,5.0
2021-11-09,AMZN,STC,1,925.0,924.98,Call,2021-11-12,3650.0
2021-11-09,LCID,STC,1,318.0,317.98,Call,2021-12-17,65.0
2021-11-09,AMZN,BTO,1,860.0,-860.0,Call,2021-11-12,3650.0
2021-11-09,AMZN,STC,1,1800.0,1799.98,Call,2021-11-12,3600.0
2021-11-09,AMZN,STC,1,1800.0,1799.98,Call,2021-11-12,3600.0
2021-11-09,AMZN,BTO,1,1469.0,-1469.0,Call,2021-11-12,3600.0
2021-11-09,AMZN,BTO,1,1469.0,-1469.0,Call,2021-11-12,3600.0
2021-11-09,AMD,STC,1,320.0,319.98,Call,2021-11-12,160.0
2021-11-09,AMD,STC,1,385.0,384.98,Call,2021-11-12,160.0
2021-11-09,AMD,STC,3,390.0,1169.98,Call,2021-11-12,160.0
2021-11-09,AMD,BTO,5,345.0,-1725.0,Call,2021-11-12,160.0
2021-11-09,AMZN,STC,1,1575.0,1574.98,Call,2021-11-12,3600.0
2021-11-09,AMZN,BTO,1,1340.0,-1340.0,Call,2021-11-12,3600.0
2021-11-08,CELH,BTO,1,278.0,-278.0,Put,2021-11-19,90.0
2021-11-08,AMZN,STC,1,670.0,669.98,Call,2021-11-12,3700.0
2021-11-08,AMZN,STC,1,670.0,669.98,Call,2021-11-12,3700.0
2021-11-08,AMZN,STC,1,650.0,649.98,Call,2021-11-12,3700.0
2021-11-08,AMZN,BTO,1,629.0,-629.0,Call,2021-11-12,3700.0
2021-11-08,AMZN,STC,1,1595.0,1594.98,Call,2021-11-12,3700.0
2021-11-08,AMZN,BTO,3,1215.0,-3645.0,Call,2021-11-12,3700.0
2021-11-05,SOFI,OEXP,2,0.0,0.0,Call,2021-11-05,25.0
2021-11-05,BTBT,OEXP,2,0.0,0.0,Call,2021-11-05,14.0
2021-11-05,LCID,BTO,1,199.0,-199.0,Call,2021-12-17,65.0
2021-11-05,FB,STC,2,224.00000000000003,447.98,Call,2021-11-12,360.0
2021-11-05,QCOM,STC,1,63.0,62.98,Call,2021-11-12,200.0
2021-11-05,QCOM,STC,2,78.0,155.98,Call,2021-11-12,200.0
2021-11-05,QCOM,STC,1,75.0,74.98,Call,2021-11-12,200.0
2021-11-05,QCOM,STC,1,78.0,77.98,Call,2021-11-12,200.0
2021-11-05,QCOM,STC,5,84.0,419.98,Call,2021-11-12,200.0
2021-11-05,QCOM,BTO,10,70.0,-700.0,Call,2021-11-12,200.0
2021-11-05,FB,STC,4,154.0,615.98,Call,2021-11-12,360.0
2021-11-05,AMZN,STC,1,370.0,369.98,Call,2021-11-05,3570.0
2021-11-05,FB,STC,1,150.0,149.98,Call,2021-11-12,360.0
2021-11-05,FB,STC,1,150.0,149.98,Call,2021-11-12,360.0
2021-11-05,FB,BTO,10,133.0,-1330.0,Call,2021-11-12,360.0
2021-11-05,AMZN,BTO,1,610.0,-610.0,Call,2021-11-05,3570.0
2021-11-05,AMZN,STC,3,720.0,2159.97,Call,2021-11-05,3550.0
2021-11-05,AMZN,BTO,3,855.0000000000001,-2565.0,Call,2021-11-05,3550.0
2021-11-05,PINS,STC,1,114.99999999999999,114.98,Put,2021-11-05,44.0
2021-11-04,PINS,BTO,1,246.0,-246.0,Put,2021-11-05,44.0
2021-11-04,GOOGL,STC,1,1090.0,1089.98,Call,2021-11-05,3000.0
2021-11-04,PYPL,STC,20,121.0,2419.94,Call,2021-11-05,230.0
2021-11-04,PYPL,BTO,20,122.0,-2440.0,Call,2021-11-05,230.0
2021-11-04,GOOGL,BTO,1,990.0,-990.0,Call,2021-11-05,3000.0
2021-11-04,AMZN,STC,1,1056.0,1055.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,755.0,754.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,705.0,704.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,600.0,599.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,560.0,559.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,BTO,5,484.99999999999994,-2425.0,Call,2021-11-05,3500.0
2021-11-04,TSLA,STC,2,515.0,1029.98,Call,2021-11-05,1300.0
2021-11-04,TSLA,BTO,2,610.0,-1220.0,Call,2021-11-05,1300.0
2021-11-04,SAVA,STC,4,440.00000000000006,1759.98,Call,2021-11-05,100.0
2021-11-04,SAVA,STC,1,450.0,449.98,Call,2021-11-05,100.0
2021-11-04,SAVA,STC,5,370.0,1849.98,Call,2021-11-05,100.0
2021-11-04,SAVA,BTO,10,390.0,-3900.0,Call,2021-11-05,100.0
2021-11-04,SHOP,STC,1,780.0,779.98,Call,2021-11-05,1550.0
2021-11-04,AMZN,STC,1,1155.0,1154.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,1085.0,1084.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,BTO,2,915.0,-1830.0,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,815.0,814.98,Call,2021-11-05,3500.0
2021-11-04,AMZN,STC,1,650.0,649.98,Call,2021-11-05,3450.0
2021-11-04,CAR,STC,1,60.0,59.98,Put,2021-11-19,150.0
2021-11-04,AMZN,BTO,1,600.0,-600.0,Call,2021-11-05,3450.0
2021-11-03,AMZN,BTO,1,305.0,-305.0,Call,2021-11-05,3500.0
2021-11-03,SHOP,BTO,1,470.0,-470.0,Call,2021-11-05,1550.0
2021-11-03,SHOP,STC,1,1500.0,1499.98,Call,2021-11-05,1500.0
2021-11-03,TWLO,STC,1,340.0,339.98,Call,2021-12-03,350.0
2021-11-03,TWLO,STC,1,345.0,344.98,Call,2021-12-03,350.0
2021-11-03,SHOP,BTO,1,1230.0,-1230.0,Call,2021-11-05,1500.0
2021-11-03,BNTX,BTO,2,70.0,-140.0,Call,2021-11-19,400.0
2021-11-03,TSLA,STC,1,600.0,599.98,Call,2021-11-05,1250.0
2021-11-03,TSLA,BTO,1,580.0,-580.0,Call,2021-11-05,1250.0
2021-11-03,BMRN,STC,2,92.0,183.98,Call,2021-12-17,100.0
2021-11-03,BMRN,STC,3,92.0,275.98,Call,2021-12-17,100.0
2021-11-03,GME,STC,1,220.00000000000003,219.98,Call,2021-11-05,250.0
2021-11-03,GME,STC,1,220.00000000000003,219.98,Call,2021-11-05,250.0
2021-11-03,BMRN,STC,5,100.0,499.98,Call,2021-12-17,100.0
2021-11-03,PLTR,STC,1,17.0,16.98,Call,2021-11-05,27.0
2021-11-03,PLTR,STC,1,17.0,16.98,Call,2021-11-05,27.0
2021-11-03,GME,BTO,2,1220.0,-2440.0,Call,2021-11-05,250.0
2021-11-03,LCID,STC,8,74.0,591.97,Call,2021-11-05,40.0
2021-11-03,LCID,STC,3,74.0,221.98,Call,2021-11-05,40.0
2021-11-03,LCID,STC,6,86.0,515.98,Call,2021-11-05,40.0
2021-11-03,LCID,STC,1,79.0,78.98,Call,2021-11-05,40.0
2021-11-03,LCID,STC,7,79.0,552.98,Call,2021-11-05,40.0
2021-11-03,LCID,BTO,25,69.0,-1725.0,Call,2021-11-05,40.0
2021-11-03,GME,STC,1,515.0,514.98,Call,2021-11-05,300.0
2021-11-03,GME,BTO,1,555.0,-555.0,Call,2021-11-05,300.0
2021-11-03,GME,STC,1,1800.0,1799.98,Call,2021-11-05,250.0
2021-11-03,GME,BTO,1,1210.0,-1210.0,Call,2021-11-05,250.0
2021-11-03,AMC,STC,2,143.0,285.98,Call,2021-11-05,45.0
2021-11-03,AMC,STC,1,141.0,140.98,Call,2021-11-05,45.0
2021-11-03,AMC,STC,2,134.0,267.98,Call,2021-11-05,45.0
2021-11-03,AMC,BTO,3,109.00000000000001,-327.0,Call,2021-11-05,45.0
2021-11-03,AMC,BTO,2,109.00000000000001,-218.0,Call,2021-11-05,45.0
2021-11-03,LYFT,STC,1,509.99999999999994,509.98,Call,2021-11-05,46.0
2021-11-03,LYFT,STC,1,562.0,561.98,Call,2021-11-05,46.0
2021-11-02,LYFT,BTO,2,158.0,-316.0,Call,2021-11-05,46.0
2021-11-02,TSLA,STC,1,630.0,629.98,Call,2021-11-05,1300.0
2021-11-02,TSLA,BTO,1,605.0,-605.0,Call,2021-11-05,1300.0
2021-11-02,NVDA,STC,1,168.0,167.98,Call,2021-11-19,300.0
2021-11-02,SAVA,STC,1,300.0,299.98,Call,2021-11-05,100.0
2021-11-02,SAVA,BTO,1,320.0,-320.0,Call,2021-11-05,100.0
2021-11-02,TWLO,BTO,1,170.0,-170.0,Call,2021-12-03,350.0
2021-11-02,AMD,STC,1,138.0,137.98,Call,2021-11-05,130.0
2021-11-02,BTBT,STC,2,60.0,119.98,Call,2021-11-05,14.0
2021-11-02,NVDA,STC,1,167.0,166.98,Call,2021-11-05,270.0
2021-11-02,GME,STC,1,160.0,159.98,Call,2021-11-05,300.0
2021-11-02,AMC,STC,2,105.0,209.98,Call,2021-11-05,40.0
2021-11-02,BTBT,BTO,4,50.0,-200.0,Call,2021-11-05,14.0
2021-11-02,NVDA,STC,1,143.0,142.98,Call,2021-11-05,270.0
