Activity Date,Instrument,Trans Code,Quantity,Price,Amount,Trade Type,Expiration Date,Strike
2021-08-18,SPY,BTO,1,37.0,-37.0,Call,2021-08-20,445.0
2021-08-18,SPY,STC,2,99.0,197.98,Put,2021-08-20,440.0
2021-08-17,SPY,STC,1,194.0,193.98,Put,2021-08-20,440.0
2021-08-17,SPY,STC,1,192.0,191.98,Put,2021-08-20,440.0
2021-08-17,SPY,STC,1,150.0,149.98,Put,2021-08-20,440.0
2021-08-17,SPY,STC,1,142.0,141.98,Put,2021-08-20,440.0
2021-08-17,SPRT,STC,1,195.0,194.98,Call,2021-08-20,6.0
2021-08-17,SPY,STC,2,94.0,187.98,Put,2021-08-20,440.0
2021-08-16,SPY,STC,15,112.00000000000001,1679.96,Put,2021-08-20,440.0
2021-08-13,BB,OEXP,100,0.0,0.0,Call,2021-08-13,11.0
2021-08-13,SNDL,OEXP,150,0.0,0.0,Call,2021-08-13,1.0
2021-08-13,UPST,OEXP,56,0.0,0.0,Put,2021-08-13,100.0
2021-08-13,ATNF,BTO,1,110.00000000000001,-110.0,Call,2022-01-21,10.0
2021-08-13,SPY,BTO,25,63.0,-1575.0,Put,2021-08-20,440.0
2021-08-12,SNDL,BTO,29,2.0,-58.0,Call,2021-08-13,1.0
2021-08-12,SNDL,BTO,20,2.0,-40.0,Call,2021-08-13,1.0
2021-08-12,SNDL,BTO,101,2.0,-202.0,Call,2021-08-13,1.0
2021-08-11,BB,BTO,13,5.0,-65.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,4,5.0,-20.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,2,5.0,-10.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,1,5.0,-5.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,23,5.0,-115.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,5,5.0,-25.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,11,5.0,-55.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,10,5.0,-50.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,1,5.0,-5.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,6,5.0,-30.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,4,5.0,-20.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,10,5.0,-50.0,Call,2021-08-13,11.0
2021-08-11,BB,BTO,10,5.0,-50.0,Call,2021-08-13,11.0
2021-08-10,UPST,BTO,1,10.0,-10.0,Put,2021-08-13,100.0
2021-08-10,PTRA,STC,1,93.0,92.98,Call,2021-08-20,12.5
2021-08-10,OWL,STC,40,5.0,199.91,Call,2021-08-20,15.0
2021-08-09,UPST,BTO,5,10.0,-50.0,Put,2021-08-13,100.0
2021-08-09,UPST,BTO,50,15.0,-750.0,Put,2021-08-13,100.0
2021-08-09,PTRA,STC,2,65.0,129.98,Call,2021-08-20,12.5
2021-08-09,OTRK,STC,1,235.0,234.98,Call,2021-11-19,35.0
2021-08-06,FB,BTO,1,345.0,-345.0,Call,2021-10-15,405.0
2021-08-06,OWL,BTO,50,5.0,-250.0,Call,2021-08-20,15.0
2021-08-06,PTRA,STC,1,50.0,49.98,Call,2021-08-20,12.5
2021-08-06,PTRA,STC,2,50.0,99.98,Call,2021-08-20,12.5
2021-08-06,KPTI,STC,3,5.0,14.98,Call,2021-08-20,10.0
2021-08-06,PTRA,BTO,1,25.0,-25.0,Call,2021-08-20,12.5
2021-08-06,PTRA,BTO,10,25.0,-250.0,Call,2021-08-20,12.5
2021-08-06,KPTI,STC,1,5.0,4.98,Call,2021-08-20,10.0
2021-08-05,KPTI,STC,1,5.0,4.98,Call,2021-08-20,10.0
2021-08-05,KPTI,STC,1,5.0,4.98,Call,2021-08-20,10.0
2021-08-05,KPTI,STC,1,5.0,4.98,Call,2021-08-20,10.0
2021-08-04,SPY,OEXP,12,0.0,0.0,Put,2021-08-04,430.0
2021-08-04,OTRK,BTO,2,15.0,-30.0,Call,2021-08-20,50.0
2021-08-04,SPY,STC,1,1.0,0.98,Put,2021-08-04,430.0
2021-08-04,SPY,STC,30,1.0,29.93,Put,2021-08-04,430.0
2021-08-04,SPY,STC,7,1.0,6.98,Put,2021-08-04,430.0
2021-08-04,KPTI,BTO,50,10.0,-500.0,Call,2021-08-20,10.0
2021-08-04,SESN,BTO,1,15.0,-15.0,Call,2021-08-20,8.0
2021-08-04,SPRT,STC,2,105.0,209.98,Call,2021-08-20,6.0
2021-08-03,SPY,BTO,1,6.0,-6.0,Put,2021-08-04,430.0
2021-08-03,SPY,BTO,1,6.0,-6.0,Put,2021-08-04,430.0
2021-08-03,SPY,BTO,43,6.0,-258.0,Put,2021-08-04,430.0
2021-08-03,SPY,BTO,1,6.0,-6.0,Put,2021-08-04,430.0
2021-08-03,SPY,BTO,4,6.0,-24.0,Put,2021-08-04,430.0
2021-08-03,ME,BTO,1,105.0,-105.0,Call,2022-01-21,10.0
2021-08-03,ME,BTO,4,25.0,-100.0,Call,2021-10-15,12.5
2021-07-30,BABA,OEXP,1,0.0,0.0,Call,2021-07-30,200.0
2021-07-28,BABA,STC,1,170.0,169.98,Call,2021-07-30,200.0
2021-07-28,SPRT,STC,1,190.0,189.98,Call,2021-08-20,6.0
2021-07-28,BABA,STC,3,103.0,308.98,Call,2021-07-30,200.0
2021-07-28,SPRT,STC,2,229.99999999999997,459.98,Call,2021-08-20,6.0
2021-07-27,BABA,BTO,5,56.00000000000001,-280.0,Call,2021-07-30,200.0
2021-07-27,OTRK,BTO,2,40.0,-80.0,Call,2021-08-20,40.0
2021-07-26,SPRT,STC,3,175.0,524.98,Call,2021-08-20,6.0
2021-07-26,SPRT,STC,4,180.0,719.98,Call,2021-08-20,6.0
2021-07-23,SPRT,STC,3,90.0,269.98,Call,2021-08-20,6.0
2021-07-23,SPRT,STC,3,101.0,302.98,Call,2021-08-20,6.0
2021-07-19,DMYI,BTO,2,125.0,-250.0,Call,2021-10-15,10.0
2021-07-16,PRVB,OEXP,3,0.0,0.0,Call,2021-07-16,12.5
2021-07-16,OTRK,OEXP,3,0.0,0.0,Call,2021-07-16,55.0
2021-07-16,MSTR,OEXP,1,0.0,0.0,Call,2021-07-16,700.0
2021-07-16,OTRK,OEXP,19,0.0,0.0,Call,2021-07-16,40.0
2021-07-16,MMAT1,OEXP,2,0.0,0.0,Call,2021-07-16,12.5
2021-07-16,OTRK,OEXP,2,0.0,0.0,Call,2021-07-16,50.0
2021-07-16,WISH,OEXP,3,0.0,0.0,Call,2021-07-16,16.0
2021-07-16,CPNG,OEXP,1,0.0,0.0,Call,2021-07-16,50.0
2021-07-15,OTRK,BTO,2,320.0,-640.0,Call,2021-11-19,35.0
2021-07-09,WKHS,OEXP,2,0.0,0.0,Call,2021-07-09,17.5
2021-07-09,SPCE,OEXP,7,0.0,0.0,Put,2021-07-09,30.5
2021-07-09,SPCE,OEXP,20,0.0,0.0,Put,2021-07-09,35.5
2021-07-09,MSTR,BTO,1,509.99999999999994,-510.0,Call,2021-07-16,700.0
2021-07-08,OTRK,BTO,1,40.0,-40.0,Call,2021-07-16,50.0
2021-07-08,OTRK,BTO,1,40.0,-40.0,Call,2021-07-16,50.0
2021-07-08,OTRK,STC,1,70.0,69.98,Call,2021-07-16,40.0
2021-07-08,AMC,STC,1,75.0,74.98,Call,2021-07-09,50.0
2021-07-07,AMC,BTO,1,64.0,-64.0,Call,2021-07-09,50.0
2021-07-06,OTRK,BTO,5,15.0,-75.0,Call,2021-07-16,40.0
2021-07-02,AMC,OEXP,3,0.0,0.0,Call,2021-07-02,65.0
2021-07-02,BBBY,OEXP,1,0.0,0.0,Call,2021-07-02,40.0
2021-07-02,WKHS,OEXP,85,0.0,0.0,Call,2021-07-02,20.0
2021-07-02,EDIT,STC,1,670.0,669.98,Call,2021-07-16,50.0
2021-07-02,PRVB,BTO,3,105.0,-315.0,Call,2021-07-16,12.5
2021-07-02,SPRT,BTO,20,43.0,-860.0,Call,2021-08-20,6.0
2021-06-30,SPY,OEXP,25,0.0,0.0,Put,2021-06-30,422.0
2021-06-30,WKHS,BTO,2,99.0,-198.0,Call,2021-07-09,17.5
2021-06-30,WKHS,BTO,5,9.0,-45.0,Call,2021-07-02,20.0
2021-06-30,WKHS,BTO,2,9.0,-18.0,Call,2021-07-02,20.0
2021-06-30,WKHS,BTO,3,9.0,-27.0,Call,2021-07-02,20.0
2021-06-30,AMC,STC,4,49.0,195.98,Call,2021-07-02,65.0
2021-06-30,EDIT,STC,1,450.0,449.98,Call,2021-07-16,50.0
2021-06-30,WKHS,BTO,75,17.0,-1275.0,Call,2021-07-02,20.0
2021-06-30,AMC,STC,1,95.0,94.98,Call,2021-07-02,65.0
2021-06-30,AMC,STC,1,95.0,94.98,Call,2021-07-02,65.0
2021-06-30,AMC,STC,1,100.0,99.98,Call,2021-07-02,65.0
2021-06-30,BBBY,BTO,1,66.0,-66.0,Call,2021-07-02,40.0
2021-06-30,CPNG,STC,1,50.0,49.98,Call,2021-07-16,50.0
2021-06-30,SPCE,STC,1,51.0,50.98,Put,2021-07-09,35.5
2021-06-30,SPCE,STC,4,51.0,203.98,Put,2021-07-09,35.5
2021-06-30,AMC,BTO,10,57.99999999999999,-580.0,Call,2021-07-02,65.0
2021-06-29,CPNG,BTO,2,55.00000000000001,-110.0,Call,2021-07-16,50.0
2021-06-29,EDIT,STC,1,185.0,184.98,Call,2021-07-16,50.0
2021-06-29,SPCE,BTO,12,23.0,-276.0,Put,2021-07-09,35.5
2021-06-29,SPCE,BTO,13,23.0,-299.0,Put,2021-07-09,35.5
2021-06-29,SPCE,BTO,2,10.0,-20.0,Put,2021-07-09,30.5
2021-06-29,SPCE,BTO,2,10.0,-20.0,Put,2021-07-09,30.5
2021-06-29,SPCE,BTO,2,10.0,-20.0,Put,2021-07-09,30.5
2021-06-29,SPCE,BTO,1,10.0,-10.0,Put,2021-07-09,30.5
2021-06-29,OTRK,BTO,5,105.0,-525.0,Call,2021-07-16,40.0
2021-06-28,SPY,STC,1,23.0,22.98,Put,2021-06-30,422.0
2021-06-28,SPY,STC,9,23.0,206.97,Put,2021-06-30,422.0
2021-06-28,SPY,STC,5,23.0,114.98,Put,2021-06-30,422.0
2021-06-28,EDIT,STC,2,220.00000000000003,439.98,Call,2021-07-16,50.0
2021-06-28,EDIT,STC,1,300.0,299.98,Call,2021-07-16,50.0
2021-06-25,SPY,STC,10,51.0,509.97,Put,2021-06-30,422.0
2021-06-25,SPY,BTO,1,50.0,-50.0,Put,2021-06-30,422.0
2021-06-25,SPY,BTO,49,50.0,-2450.0,Put,2021-06-30,422.0
2021-06-25,SPY,STC,1,1.0,0.98,Put,2021-06-25,420.0
2021-06-25,SPY,STC,32,1.0,31.93,Put,2021-06-25,420.0
2021-06-25,SPY,STC,10,1.0,9.97,Put,2021-06-25,420.0
2021-06-25,SPY,STC,17,1.0,16.96,Put,2021-06-25,420.0
2021-06-25,SPY,STC,13,1.0,12.96,Put,2021-06-25,420.0
2021-06-25,SPY,STC,1,1.0,0.98,Put,2021-06-25,420.0
2021-06-25,SPY,STC,20,1.0,19.95,Put,2021-06-25,420.0
2021-06-25,SPY,STC,3,1.0,2.98,Put,2021-06-25,420.0
2021-06-25,SPY,STC,14,1.0,13.96,Put,2021-06-25,420.0
2021-06-25,TRCH1,STC,1,45.0,44.98,Call,2021-07-16,12.5
2021-06-25,EDIT,STC,1,90.0,89.98,Call,2021-07-16,50.0
2021-06-24,SPY,BTO,1,9.0,-9.0,Put,2021-06-25,420.0
2021-06-24,SPY,BTO,95,9.0,-855.0,Put,2021-06-25,420.0
2021-06-24,SPY,BTO,15,9.0,-135.0,Put,2021-06-25,420.0
2021-06-24,EDIT,STC,1,102.0,101.98,Call,2021-07-16,50.0
2021-06-24,WISH,STC,2,192.0,383.98,Call,2021-07-16,16.0
2021-06-24,OTRK,BTO,3,130.0,-390.0,Call,2021-07-16,40.0
2021-06-24,EDIT,STC,3,90.0,269.98,Call,2021-07-16,50.0
2021-06-24,OTRK,BTO,3,40.0,-120.0,Call,2021-07-16,55.0
2021-06-24,BBBY,STC,2,16.0,31.98,Call,2021-06-25,35.0
2021-06-24,OTRK,BTO,2,140.0,-280.0,Call,2021-07-16,40.0
2021-06-24,FSR,STC,1,27.0,26.98,Call,2021-06-25,20.0
2021-06-23,WISH,BTO,5,210.0,-1050.0,Call,2021-07-16,16.0
2021-06-22,TRCH,STC,1,75.0,74.98,Call,2021-07-16,12.5
2021-06-22,TRCH,STC,5,75.0,374.98,Call,2021-07-16,12.5
2021-06-22,TRCH,STC,1,75.0,74.98,Call,2021-07-16,12.5
2021-06-22,FSR,BTO,1,14.000000000000002,-14.0,Call,2021-06-25,20.0
2021-06-21,TRCH,BTO,3,165.0,-495.0,Call,2021-07-16,12.5
2021-06-21,TRCH,BTO,2,155.0,-310.0,Call,2021-07-16,12.5
2021-06-21,TRCH,BTO,2,165.0,-330.0,Call,2021-07-16,12.5
2021-06-21,TRCH,BTO,1,155.0,-155.0,Call,2021-07-16,12.5
2021-06-21,TRCH,BTO,1,155.0,-155.0,Call,2021-07-16,12.5
2021-06-21,TRCH,BTO,1,155.0,-155.0,Call,2021-07-16,12.5
2021-06-18,OTRK,OEXP,2,0.0,0.0,Call,2021-06-18,40.0
2021-06-18,UWMC,OEXP,10,0.0,0.0,Call,2021-06-18,10.0
2021-06-18,ZNGA,OEXP,7,0.0,0.0,Call,2021-06-18,13.0
2021-06-18,SPY,OEXP,1,0.0,0.0,Call,2021-06-18,460.0
2021-06-18,AMC,OEXP,2,0.0,0.0,Call,2021-06-18,130.0
2021-06-18,UWMC,BTO,5,2.0,-10.0,Call,2021-06-18,10.0
2021-06-18,UWMC,BTO,5,2.0,-10.0,Call,2021-06-18,10.0
2021-06-17,AMC,BTO,2,16.0,-32.0,Call,2021-06-18,130.0
2021-06-17,EDIT,STC,11,34.0,373.97,Call,2021-07-16,50.0
2021-06-16,ROKU,STC,1,243.00000000000003,242.98,Call,2021-06-18,360.0
2021-06-15,OTRK,STC,3,25.0,74.98,Call,2021-06-18,40.0
2021-06-15,ROKU,BTO,1,415.00000000000006,-415.0,Call,2021-06-18,360.0
2021-06-15,OTRK,STC,2,15.0,29.98,Call,2021-06-18,40.0
2021-06-15,OTRK,STC,3,15.0,44.98,Call,2021-06-18,40.0
2021-06-15,EDIT,BTO,2,35.0,-70.0,Call,2021-07-16,50.0
2021-06-14,LOTZ,STC,1,100.0,99.98,Call,2021-06-18,5.0
2021-06-14,BBBY,BTO,1,83.0,-83.0,Call,2021-06-25,35.0
2021-06-14,BBBY,BTO,1,83.0,-83.0,Call,2021-06-25,35.0
2021-06-14,LEV,STC,2,140.0,279.98,Call,2021-10-15,20.0
2021-06-14,MSTR,STC,1,1200.0,1199.98,Call,2021-06-18,600.0
2021-06-11,BBBY,OEXP,2,0.0,0.0,Call,2021-06-11,45.0
2021-06-11,SPCE,OEXP,1,0.0,0.0,Call,2021-06-11,40.0
2021-06-11,PSTH,OEXP,2,0.0,0.0,Call,2021-06-11,25.0
2021-06-11,LEV,BTO,2,190.0,-380.0,Call,2021-10-15,20.0
2021-06-11,MSTR,BTO,1,229.99999999999997,-230.0,Call,2021-06-18,600.0
2021-06-11,LOTZ,STC,1,120.0,119.98,Call,2021-06-18,5.0
2021-06-11,SPY,STC,20,1.0,19.95,Put,2021-06-11,419.0
2021-06-11,BLNK,STC,1,27.0,26.98,Call,2021-06-18,45.0
2021-06-11,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-11,CCAC,BTO,5,5.0,-25.0,Call,2021-08-20,12.5
2021-06-11,OTRK,STC,1,55.00000000000001,54.98,Call,2021-06-18,40.0
2021-06-11,EDIT,BTO,20,80.0,-1600.0,Call,2021-07-16,50.0
2021-06-10,SPY,BTO,10,11.0,-110.0,Put,2021-06-11,419.0
2021-06-10,SPY,BTO,10,13.0,-130.0,Put,2021-06-11,419.0
2021-06-09,SPCE,STC,3,34.0,101.98,Call,2021-06-11,40.0
2021-06-09,OTRK,STC,1,310.0,309.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,310.0,309.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,310.0,309.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,298.0,297.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,2,290.0,579.98,Call,2021-06-18,40.0
2021-06-09,BLNK,BTO,1,69.0,-69.0,Call,2021-06-18,45.0
2021-06-09,OTRK,STC,5,302.0,1509.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,300.0,299.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,310.0,309.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,4,310.0,1239.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,320.0,319.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,3,326.0,977.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,5,330.0,1649.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,3,330.0,989.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,530.0,529.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,530.0,529.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,1,526.0,525.98,Call,2021-06-18,40.0
2021-06-09,OTRK,STC,3,458.0,1373.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,291.0,290.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,2,291.0,581.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,2,340.0,679.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,2,340.0,679.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,195.0,194.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,2,200.0,399.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,110.00000000000001,109.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,110.00000000000001,109.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,113.99999999999999,113.98,Call,2021-06-18,40.0
2021-06-08,CLOV,STC,1,470.0,469.98,Call,2021-06-18,22.0
2021-06-08,OTRK,STC,3,96.0,287.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,2,70.0,139.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,1,30.0,29.98,Call,2021-06-18,40.0
2021-06-08,OTRK,STC,6,30.0,179.98,Call,2021-06-18,40.0
2021-06-08,LOTZ,STC,1,175.0,174.98,Call,2021-06-18,5.0
2021-06-08,OTRK,BTO,1,15.0,-15.0,Call,2021-06-18,40.0
2021-06-08,SPCE,STC,1,99.0,98.98,Call,2021-06-11,40.0
2021-06-08,CLOV,STC,1,490.00000000000006,489.98,Call,2021-06-18,22.0
2021-06-07,BBBY,BTO,1,57.99999999999999,-58.0,Call,2021-06-11,45.0
2021-06-07,BBBY,BTO,1,90.0,-90.0,Call,2021-06-11,45.0
2021-06-07,CLOV,BTO,2,37.0,-74.0,Call,2021-06-18,22.0
2021-06-07,SPCE,BTO,4,20.0,-80.0,Call,2021-06-11,40.0
2021-06-07,SPCE,BTO,1,20.0,-20.0,Call,2021-06-11,40.0
2021-06-04,SPCE,OEXP,7,0.0,0.0,Call,2021-06-04,50.0
2021-06-04,PLTR,OEXP,10,0.0,0.0,Call,2021-06-04,28.0
2021-06-04,OTRK,BTO,5,15.0,-75.0,Call,2021-06-18,40.0
2021-06-04,OTRK,BTO,5,15.0,-75.0,Call,2021-06-18,40.0
2021-06-03,PLTR,STC,10,3.0,29.97,Call,2021-06-04,28.0
2021-06-03,BBBY,STC,1,470.0,469.98,Call,2021-06-04,30.0
2021-06-03,SPCE,STC,3,9.0,26.98,Call,2021-06-04,50.0
2021-06-03,SPCE,STC,5,9.0,44.98,Call,2021-06-04,50.0
2021-06-03,SPCE,STC,10,8.0,79.97,Call,2021-06-04,50.0
2021-06-02,SPY,OEXP,10,0.0,0.0,Put,2021-06-02,415.0
2021-06-02,OTRK,BTO,15,15.0,-225.0,Call,2021-06-18,40.0
2021-06-02,BBBY,STC,1,940.0,939.98,Call,2021-06-04,30.0
2021-06-02,OTRK,BTO,9,13.0,-117.0,Call,2021-06-18,40.0
2021-06-02,OTRK,BTO,5,14.000000000000002,-70.0,Call,2021-06-18,40.0
2021-06-02,OTRK,BTO,5,14.000000000000002,-70.0,Call,2021-06-18,40.0
2021-06-02,OTRK,BTO,5,40.0,-200.0,Call,2021-07-16,40.0
2021-06-02,SPCE,BTO,4,3.0,-12.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,1,3.0,-3.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,2,3.0,-6.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,3,3.0,-9.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,7,3.0,-21.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,1,3.0,-3.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,1,3.0,-3.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,5,3.0,-15.0,Call,2021-06-04,50.0
2021-06-02,SPCE,BTO,1,3.0,-3.0,Call,2021-06-04,50.0
2021-06-02,OTRK,BTO,1,10.0,-10.0,Call,2021-06-18,40.0
2021-06-02,OTRK,BTO,10,10.0,-100.0,Call,2021-06-18,40.0
2021-06-02,OTRK,BTO,10,10.0,-100.0,Call,2021-06-18,40.0
2021-06-02,BBBY,STC,2,600.0,1199.98,Call,2021-06-04,30.0
2021-06-01,SPY,BTO,10,14.000000000000002,-140.0,Put,2021-06-02,415.0
2021-06-01,OTRK,BTO,3,12.0,-36.0,Call,2021-06-18,40.0
2021-06-01,OTRK,BTO,1,15.0,-15.0,Call,2021-06-18,40.0
2021-05-28,PSTH,OEXP,27,0.0,0.0,Call,2021-05-28,30.0
2021-05-28,PLTR,OEXP,6,0.0,0.0,Call,2021-05-28,25.0
2021-05-28,SPY,OEXP,10,0.0,0.0,Put,2021-05-28,400.0
2021-05-28,PLTR,STC,2,23.0,45.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,2,23.0,45.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,5,9.0,44.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,5,14.000000000000002,69.98,Call,2021-06-04,28.0
2021-05-28,PLTR,STC,12,4.0,47.97,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,10,3.0,29.97,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,1,3.0,2.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,3,3.0,8.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,3,2.0,5.98,Call,2021-05-28,25.0
2021-05-28,PLTR,STC,6,3.0,17.98,Call,2021-05-28,25.0
2021-05-27,PLTR,STC,25,3.0,74.94,Call,2021-06-04,28.0
2021-05-27,PLTR,BTO,40,2.0,-80.0,Call,2021-06-04,28.0
2021-05-27,PLTR,BTO,10,2.0,-20.0,Call,2021-06-04,28.0
2021-05-27,BBBY,STC,1,35.0,34.98,Call,2021-06-04,30.0
2021-05-27,AMC,STC,1,190.0,189.98,Call,2021-05-28,35.0
2021-05-27,PLTR,STC,25,2.0,49.94,Call,2021-05-28,25.0
2021-05-27,OTRK,BTO,6,15.0,-90.0,Call,2021-06-18,40.0
2021-05-27,AMC,BTO,1,43.0,-43.0,Call,2021-05-28,35.0
2021-05-27,PLTR,STC,24,1.0,23.94,Call,2021-05-28,25.0
2021-05-27,PLTR,STC,1,1.0,0.98,Call,2021-05-28,25.0
2021-05-26,LOTZ,BTO,2,27.0,-54.0,Call,2021-06-18,5.0
2021-05-26,LOTZ,BTO,1,27.0,-27.0,Call,2021-06-18,5.0
2021-05-26,PLTR,BTO,100,2.0,-200.0,Call,2021-05-28,25.0
2021-05-26,SPY,BTO,10,9.0,-90.0,Put,2021-05-28,400.0
2021-05-26,BBBY,BTO,5,12.0,-60.0,Call,2021-06-04,30.0
2021-05-24,PSTH,STC,25,10.0,249.94,Call,2021-05-28,30.0
2021-05-24,PSTH,BTO,2,155.0,-310.0,Call,2021-06-11,25.0
2021-05-21,CCAC,OEXP,500,0.0,0.0,Call,2021-05-21,12.5
2021-05-21,PRPB,OEXP,10,0.0,0.0,Call,2021-05-21,10.0
2021-05-21,CLOV,OEXP,1,0.0,0.0,Call,2021-05-21,15.0
2021-05-21,TSLA,OEXP,2,0.0,0.0,Call,2021-05-21,700.0
2021-05-21,MVIS,OEXP,1,0.0,0.0,Call,2021-05-21,15.0
2021-05-21,HZON,OEXP,23,0.0,0.0,Call,2021-05-21,10.0
2021-05-21,PSTH,BTO,1,25.0,-25.0,Call,2021-05-28,30.0
2021-05-21,CCIV,STC,3,18.0,53.98,Call,2021-05-21,20.0
2021-05-21,CCIV,STC,1,18.0,17.98,Call,2021-05-21,20.0
2021-05-21,CCIV,STC,2,18.0,35.98,Call,2021-05-21,20.0
2021-05-20,PSTH,BTO,1,25.0,-25.0,Call,2021-05-28,30.0
2021-05-20,MVIS,STC,1,890.0,889.98,Call,2021-05-21,5.0
2021-05-20,CCIV,STC,2,36.0,71.98,Call,2021-05-21,20.0
2021-05-20,CCIV,STC,1,36.0,35.98,Call,2021-05-21,20.0
2021-05-20,CCIV,STC,5,34.0,169.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,27.0,26.98,Call,2021-05-21,20.0
2021-05-18,PSTH,BTO,26,30.0,-780.0,Call,2021-05-28,30.0
2021-05-18,CCAC,BTO,25,5.0,-125.0,Call,2021-08-20,12.5
2021-05-18,PSTH,BTO,5,30.0,-150.0,Call,2021-05-28,30.0
2021-05-18,PSTH,BTO,18,30.0,-540.0,Call,2021-05-28,30.0
2021-05-18,PSTH,BTO,1,30.0,-30.0,Call,2021-05-28,30.0
2021-05-18,CCIV,STC,4,26.0,103.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,25.0,24.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,2,25.0,49.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,25.0,24.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,2,25.0,49.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,3,25.0,74.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,25.0,24.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,26.0,25.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,2,19.0,37.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,1,19.0,18.98,Call,2021-05-21,20.0
2021-05-18,CCIV,STC,2,19.0,37.98,Call,2021-05-21,20.0
2021-05-17,CCIV,BTO,35,12.0,-420.0,Call,2021-05-21,20.0
2021-05-17,MVIS,STC,1,969.9999999999999,969.98,Call,2021-05-21,5.0
2021-05-17,TSLA,STC,2,45.0,89.98,Call,2021-05-21,700.0
2021-05-17,TSLA,STC,2,45.0,89.98,Call,2021-05-21,700.0
2021-05-17,TSLA,STC,15,33.0,494.96,Call,2021-05-21,700.0
2021-05-14,TSLA,STC,14,46.0,643.96,Call,2021-05-21,700.0
2021-05-14,TSLA,STC,1,46.0,45.98,Call,2021-05-21,700.0
2021-05-14,TSLA,STC,2,46.0,91.98,Call,2021-05-21,700.0
